Energy,Intensity,Photodiode,AI 3 Izero,I0,PD Corrected,Sample,Angle,Experiment,Bare Atom,Norm Abs,Bare Atom Step,Mass Abs.,Density Scaled,Si-subtracted
281.3,0.5565253058141713,301.19164233,0.02874966,9.545304702877677e-05,0.0001715160946529346,ps_100kd,45.0,60590,1753.0997140522234,1.291850871799362e-05,-1.1240696401262085,2187.0306756613513,26926.15337350051,2288.3345997132637
281.4,0.5545521801346575,300.22270938,0.02822498,9.401347439135551e-05,0.0001695304387199902,ps_100kd,45.0,60590,1751.0126830352522,1.1070175751623853e-05,-0.9995801153597768,1874.1183276086388,26614.427081541427,1994.0014926575568
281.5,0.5554623603391537,300.07179543,0.02850228,9.498486840176534e-05,0.00017100144885383333,ps_100kd,45.0,60590,1748.9286502119323,1.2678508852041683e-05,-0.8720923969410705,2146.400051767402,26845.35960456781,2242.3087485048018
281.6,0.5587602037867956,299.64602776,0.02836996,9.467824490142342e-05,0.00016944342896966496,ps_100kd,45.0,60590,1746.8477038113242,1.125781193444801e-05,-0.7415182558097513,1905.8840752393116,26600.767501156344,2015.0729519515626
281.7,0.557438499051047,297.67574693,0.02802066,9.413148464053137e-05,0.00016886434073135544,ps_100kd,45.0,60590,1744.769971033607,1.0816046662713135e-05,-0.6077304917894253,1831.0957059455454,26509.85697317899,1941.5003309434505
281.8,0.5557756265938711,293.87508626,0.02762714,9.400980651880592e-05,0.00016915064644873836,ps_100kd,45.0,60590,1742.695445777681,1.123967534667075e-05,-0.47073520597678,1902.813653204805,26554.803843462865,2003.7667343351204
281.9,0.5649653220969751,296.40995036,0.02828547,9.542685718089536e-05,0.00016890745935821443,ps_100kd,45.0,60590,1740.624121956191,1.1133811222721406e-05,-0.33053848572922107,1884.8914540111207,26516.626126606887,1982.8902027069962
282.0,0.5630149046509317,296.51620323,0.02811254,9.480945625825994e-05,0.00016839599711315217,ps_100kd,45.0,60590,1738.5559934954863,1.0759671944233839e-05,-0.1871464046953406,1821.551784016363,26436.33214088404,1919.8790802675794
282.1,0.5649613359630142,293.98802924,0.02796148,9.511094745008604e-05,0.00016834948056748537,ps_100kd,45.0,60590,1736.4910543355893,1.0850478365141735e-05,-0.04056502285288843,1836.9247989988096,26429.029551319112,1929.8417064176174
282.2,0.5836164597576649,293.59993669,0.02818701,9.600482315417355e-05,0.0001644998552543183,ps_100kd,45.0,60590,1734.429298430155,7.138176018549303e-06,0.10919961345052798,1208.4529462052453,25824.68042698419,1342.7405061319478
282.3,0.5966505156259027,290.63098775,0.02864216,9.855163835673955e-05,0.00016517481469593,ps_100kd,45.0,60590,1732.3707197464412,7.950458426735703e-06,0.26214147147516087,1345.967777273118,25930.641686669496,1465.9315654012244
282.4,0.610742256359405,289.70351076,0.02915633,0.00010064196296245121,0.0001647863102880279,ps_100kd,45.0,60590,1730.3153122652668,7.699276985408251e-06,0.4182545320384179,1303.4441757234424,25869.65073830036,1422.1521948790505
282.5,0.6280992981908081,287.68326001,0.02977685,0.00010350567495294979,0.00016479189715876128,ps_100kd,45.0,60590,1728.2630699809836,7.842186822716325e-06,0.5775327894946258,1327.638005279883,25870.527815979567,1440.2226543811594
282.6,0.6464061981001548,285.39847856,0.03017891,0.00010574306545805715,0.00016358609457775222,ps_100kd,45.0,60590,1726.2139869014331,6.7737072082819645e-06,0.7399702516827347,1146.7504319462878,25681.2299818602,1268.1000317282596
282.7,0.654569227181314,281.57143663,0.03012647,0.00010699405579120512,0.0001634572041401024,ps_100kd,45.0,60590,1724.1680570479218,6.782139737206795e-06,0.9055609399090372,1148.1780115403876,25660.995591031988,1265.0227076323645
282.8,0.6616509424594208,277.99820847,0.03028954,0.00010895588200622766,0.00016467275267715643,ps_100kd,45.0,60590,1722.1252744551718,8.135011240835508e-06,1.074298888898511,1377.2115279665484,25851.823433794383,1472.9894979701057
282.9,0.6665989230359365,273.05547977,0.02964896,0.00010858218273068133,0.00016288982621837756,ps_100kd,45.0,60590,1720.0856331713017,6.489407748631231e-06,1.246178146765942,1098.6201366542266,25571.923454845495,1210.2103729716255
283.0,0.6546493551318754,266.68054146,0.02880868,0.00010802692930755535,0.00016501494801869,ps_100kd,45.0,60590,1718.0491272577785,8.751852515518369e-06,1.421192774981364,1481.6392772675517,25905.544364582107,1560.9340685208226
283.1,0.6424598206481691,258.1132857,0.02736233,0.0001060089949488408,0.00016500486340436006,ps_100kd,45.0,60590,1716.0157507893948,8.879090867763124e-06,1.5993368483370887,1503.180012777703,25903.96119028753,1576.4356373431692
283.2,0.6320544051206234,247.14324646,0.0257674,0.00010426099182997679,0.00016495572372457283,ps_100kd,45.0,60590,1713.9854978542241,8.96727415455054e-06,1.7806044549040507,1518.1089459459793,25896.246797318443,1585.7879701927523
283.3,0.6328492764315439,235.27740921,0.02452702,0.00010424723768574007,0.0001647268023652653,ps_100kd,45.0,60590,1711.9583625535904,8.875675761817691e-06,1.9649896960088427,1502.6018545996703,25860.308644437468,1566.8985511849241
283.4,0.645415955121735,226.42698848,0.0242627,0.00010715462923777346,0.0001660241405367218,ps_100kd,45.0,60590,1709.934339002036,1.031033689984884e-05,2.1524866861921055,1745.4818949005337,26063.976566404912,1787.597240387986
283.5,0.6807846376213091,216.35181967,0.02424955,0.00011208387355829814,0.00016463925206938282,ps_100kd,45.0,60590,1707.9134213272828,9.062771399084558e-06,2.3430895531773785,1534.2760909157487,25846.56420430433,1587.1977041491773
283.6,0.7385710571165781,207.37971461,0.02534857,0.00012223264000372808,0.00016549882211866113,ps_100kd,45.0,60590,1705.895603670204,1.0059664414937571e-05,2.5367924378381304,1703.0444568020016,25981.507312873644,1739.135722425508
283.7,0.8364299799484621,198.21506098,0.02762007,0.00013934395228820115,0.00016659368462233626,ps_100kd,45.0,60590,1703.880880184781,1.1291849885187343e-05,2.7335894941527386,1911.6465083520347,26153.388766660853,1927.9941949398417
283.8,0.9816533280588333,188.49282906,0.03096249,0.00016426349031105152,0.00016733350319900992,ps_100kd,45.0,60590,1701.8692450380806,1.2168991428435696e-05,2.9334748891908475,2060.1416252310537,26269.532202088234,2061.0967832450588
283.9,1.172308038287882,180.43326155,0.0359531,0.0001992598243314302,0.00016997224093288888,ps_100kd,45.0,60590,1699.8606924102123,1.4945052128889245e-05,3.136442803060163,2530.1130470046337,26683.78520311791,2492.2910963897193
284.0,1.4107632049787173,173.4072417,0.04159135,0.00023984782637829135,0.0001700128168439931,ps_100kd,45.0,60590,1697.8552164943005,1.5122951006568154e-05,3.3424874288878073,2560.2303237850087,26690.155177946643,2515.584567613034
284.1,1.7046554321816088,165.81519414,0.04844828,0.00029218239167572586,0.00017140261085009563,ps_100kd,45.0,60590,1695.8528114964445,1.665006797924544e-05,3.551602972770297,2824.668476971662,26908.337656049425,2750.672751388458
284.2,2.0371508049328892,160.62389043,0.05729843,0.00035672420738041264,0.00017510937654523047,ps_100kd,45.0,60590,8934.44543312703,2.049415664095487e-05,7244.355745145093,3481.3568712015526,27490.25938082281,3349.482416067138
284.3,2.398056958737388,156.85123332,0.06778297,0.0004321481480589482,0.00018020762454553228,ps_100kd,45.0,60590,47654.68222672574,2.5729727607831377e-05,45966.80405928554,4373.6153728233,28290.628628210638,4166.721862503786
284.4,2.754017071219956,153.77342617,0.07791607,0.0005066939843940398,0.00018398360332951312,ps_100kd,45.0,60590,47617.48727027055,2.9643029358386857e-05,45931.820623372085,5042.021152687087,28883.416051911532,4776.361769264175
284.5,3.055879103551981,151.37983379,0.08971085,0.0005926208779199109,0.00019392811621084157,ps_100kd,45.0,60590,47580.33440951195,3.972486520629001e-05,45896.87928315523,6754.724969519468,30444.59594939715,6354.376458643565
284.6,3.2283644106377936,149.53542131,0.10394348,0.000695109420158827,0.0002153131839356083,ps_100kd,45.0,60590,47543.223582032166,6.124725589763143e-05,45861.97997621718,10404.250205555994,33801.81799100753,9728.41562576207
284.7,2.7512241676551543,147.40870974,0.11776419,0.0007988957383027969,0.00029037827876588087,ps_100kd,45.0,60590,47506.15472552788,0.00013644967369447864,45827.12264025463,23141.501317146012,45586.21793601698,21529.615054630714
284.8,1.6970171008305843,146.7168188,0.12943371,0.0008822009027911121,0.0005198538673295217,ps_100kd,45.0,60590,47469.12777780992,0.0003660625852246942,45792.30721307841,62019.578263263145,81611.37875630024,57571.55774181758
284.9,1.2461378194637964,149.73143955,0.13414077,0.0008958757786817791,0.0007189219079052328,ps_100kd,45.0,60590,47432.14267680317,0.0005652679487669799,45757.5336326134,95749.8288098347,112862.88668708736,88839.82994720292
285.0,1.1414207911432295,155.42101507,0.1318857,0.0008485705741955169,0.0007434336055378855,ps_100kd,45.0,60590,47395.19936054609,0.0005899169693662073,45722.801836898056,99928.67485752671,116710.95547175276,92704.64543876822
285.1,1.036337878840385,162.68052896,0.12562776,0.0007722359940868489,0.000745158514278129,ps_100kd,45.0,60590,47358.29776719077,0.0005917792010730255,45688.11176408448,100249.84604541818,116981.74730262479,92992.16643340577
285.2,1.050862842647877,170.20726959,0.11367189,0.0006678439192040152,0.0006355195864773727,ps_100kd,45.0,60590,47321.43783500219,0.0004822775962388438,45653.46335243763,81717.74771193952,99769.63323459495,75796.76401052816
285.3,0.9808766899419288,178.60669948,0.10015594,0.0005607625038231852,0.0005716952085550981,ps_100kd,45.0,60590,47284.61950235861,0.0004185905412831439,45618.8565403358,70941.79431462486,89749.90306069537,65793.72798764576
285.4,0.9949937890883871,187.27712075,0.08684841,0.0004637427660794492,0.00046607604104175376,ps_100kd,45.0,60590,47247.84270775079,0.0003131086967363742,45584.29126626971,53090.218729497974,73168.84744955601,49229.3490578239
285.5,1.0155183137192096,195.26623764,0.07514996,0.00038485895415545015,0.00037897785687975635,ps_100kd,45.0,60590,47211.107389782,0.00022614783554095148,45549.76746884266,38374.14118187985,59495.38391807272,35572.544762351274
285.6,1.0709146249659078,200.633591,0.06606738,0.0003292937123375317,0.0003074882952018838,ps_100kd,45.0,60590,47174.41348716788,0.00015479559682965362,45515.28508677029,26300.515400389464,48272.30362209313,24366.10628142563
285.7,1.1221506997907436,206.54825132,0.06085322,0.0002946198750708455,0.0002625492949617067,ps_100kd,45.0,60590,47137.76093873574,0.00010999391955605117,45480.84405887988,18721.749945880336,41217.37145746271,17327.798535200098
285.8,1.1584555335190232,210.87311644,0.0579035,0.0002745892932088162,0.0002370304990254571,ps_100kd,45.0,60590,47101.14968342489,8.461244658637627e-05,45446.444324110766,14430.71556524834,37211.19923976546,13338.233363524007
285.9,1.1636748044978429,213.66556967,0.05563594,0.00026038795153532704,0.00022376350379751624,ps_100kd,45.0,60590,47064.579660285955,7.148277432501e-05,45412.085821513574,12213.841953950247,35128.425905660035,11272.049727278907
286.0,1.168413496329657,215.86017087,0.05546745,0.0002569600949375919,0.00021992222423378527,ps_100kd,45.0,60590,47028.05078519081,6.777881772785377e-05,45377.768466960166,11592.688850931589,34525.386972825145,10685.583168324261
286.1,1.1918557554906297,216.92028142,0.05612873,0.00025875279910468044,0.00021710076736438996,ps_100kd,45.0,60590,46991.562832487674,6.509468382503316e-05,45343.49203479877,11144.185979060821,34082.44906337832,10259.20033291616
286.2,1.2318649534586728,218.42807021,0.05796826,0.00026538832643747875,0.0002154362178194577,ps_100kd,45.0,60590,46955.11593017648,6.35674572466755e-05,45309.25665302931,10891.540993168293,33821.13296686079,10014.422034692343
286.3,1.2760505310956272,219.29528549,0.06071465,0.0002768625411364287,0.00021696832091650187,ps_100kd,45.0,60590,46918.71001775065,6.523688331029436e-05,45275.06226114522,11180.07127293928,34061.65641778534,10271.46603222021
286.4,1.3247342582316568,220.93217533,0.06461364,0.00029245916717874374,0.0002207681769845204,ps_100kd,45.0,60590,46882.34503481397,6.917406234488752e-05,45240.90879875027,11852.519342341422,34658.192314266256,10884.505247626636
286.5,1.4165389842947607,222.42651828,0.07061188,0.0003174616073030948,0.00022411074514913298,ps_100kd,45.0,60590,46846.02092108013,7.265395347607481e-05,45206.79620555818,12447.551148443414,35182.93900491275,11425.73805349175
286.6,1.534220183686307,222.54214043,0.07888129,0.00035445551951456987,0.0002310330181310164,ps_100kd,45.0,60590,46809.737616372746,7.971354942453292e-05,45172.72442139253,13648.606793371278,36269.66025040633,12528.928234426261
286.7,1.6273650269915314,224.31353931,0.09054867,0.0004036701051507295,0.00024805135814979644,ps_100kd,45.0,60590,46773.49506062495,9.686921240988761e-05,45138.693386186475,16558.869653716458,38941.35374036892,15217.07271383065
286.8,1.6693578155947764,224.02022662,0.10314873,0.00046044382490054636,0.0002758209298205457,ps_100kd,45.0,60590,46737.29319387921,0.0001247761070472116,45104.70303998247,21289.25540419427,43300.87316294001,19593.025694540094
286.9,1.6336226148230053,225.58198029,0.11732826,0.0005201136183358576,0.0003183805204558883,ps_100kd,45.0,60590,46701.131956287,0.00016747302064912874,45070.753322931996,28523.507961227293,49982.26401013432,26290.83296478325
287.0,1.5673968469487818,224.76994596,0.12922265,0.000574910713476776,0.000366793332904773,ps_100kd,45.0,60590,46665.011288108806,0.0002160231560645882,45036.84417529555,36748.67796369557,57582.54674674268,33907.51504189914
287.1,1.5139643065204749,224.35479771,0.13958999,0.0006221841093874595,0.0004109635258293621,ps_100kd,45.0,60590,46628.931129713645,0.000260330671955752,45002.97553744212,44255.59640575963,64516.78456058299,40858.13513742415
287.2,1.5018807412646937,223.42421536,0.14747164,0.0006600521781507935,0.00043948374861973473,ps_100kd,45.0,60590,46592.891421578875,0.0002889882177126992,44969.14734984909,49113.06315770387,68994.14800949964,45351.86383287991
287.3,1.5293795520565274,222.21264856,0.15269287,0.0006871475183320682,0.00044929822515808716,ps_100kd,45.0,60590,46556.892104290084,0.00029894001721762634,44935.35955310204,50803.75255497378,70534.91362153766,46908.97767994774
287.4,1.5793758682640238,221.29028506,0.15586927,0.0007043656252588679,0.0004459771985962238,ps_100kd,45.0,60590,46520.93311854072,0.0002957563136223376,44901.61208789441,50270.67535135087,70013.54872722177,46403.94403274746
287.5,1.6356485544842734,220.72460122,0.15768364,0.0007143908704713618,0.0004367630616692057,ps_100kd,45.0,60590,46485.01440513192,0.00028667949966189424,44867.90489502736,48739.92779544501,68567.02987659519,44973.739464876606
287.6,1.6794602542913064,219.78606314,0.158041,0.0007190674319478143,0.00042815388462482204,ps_100kd,45.0,60590,46449.13590497229,0.00027820764558408526,44834.23791540946,47311.596536168116,67215.48311950648,43638.49004969718
287.7,1.7150876654208227,219.01722693,0.15827096,0.0007226416032131797,0.00042134382853011113,ps_100kd,45.0,60590,46413.297559077626,0.000271534912455949,44800.61109005653,46187.846308034445,66146.37869954298,42585.6660542692
287.8,1.738826558637737,217.65180423,0.15761329,0.0007241533813955647,0.0004164609620196359,ps_100kd,45.0,60590,46377.499308570776,0.00026678936891204845,44767.024360091425,45390.35840866848,65379.821993424935,41835.37287874491
287.9,1.7458880287208023,216.71798379,0.15765422,0.0007274625632950108,0.00041667194649820503,ps_100kd,45.0,60590,46341.741094681216,0.00026713767635719223,44733.4776667436,45455.23075640835,65412.94425195628,41884.74179731969
288.0,1.7501719094035135,214.83914897,0.15689546,0.0007302926899133675,0.00041726911853034077,ps_100kd,45.0,60590,46306.02285874501,0.00026787217135590267,44699.97095134913,45585.48247917102,65506.693738033304,41994.72109624079
288.1,1.7418973528769524,212.80598153,0.15780758,0.0007415561295101722,0.0004257174673842884,ps_100kd,45.0,60590,46270.34454220456,0.000276457843176425,44666.50415535043,47044.894163363875,66832.99222596554,43337.23257312826
288.2,1.715879581174027,210.08868107,0.15849961,0.0007544414539267306,0.00043968205123726226,ps_100kd,45.0,60590,46234.70608660829,0.00029055974999597344,44633.07722029589,49438.1733256367,69025.27935437266,45545.71588987195
288.3,1.6728762033676994,208.37614572,0.15997438,0.0007677192581100976,0.00045892174003347476,ps_100kd,45.0,60590,46199.107433610414,0.00030993676175876064,44599.69008783975,52724.498007329814,72045.70033838306,48582.316284830216
288.4,1.6375871001978208,208.23211943,0.16254473,0.0007805939374047507,0.0004766732330209824,ps_100kd,45.0,60590,46163.548524970785,0.0003278255777128429,44566.342699741865,55758.87953087069,74832.49083613457,51385.26943933072
288.5,1.601369413983276,208.78496537,0.16513907,0.0007909528816279822,0.0004939228105153772,ps_100kd,45.0,60590,46128.029302554736,0.0003452124781738124,44533.03499786755,58708.28959183878,77540.48608393922,54109.41061283515
288.6,1.581598710904058,209.21891811,0.16743836,0.0008003021978727887,0.000506008377697354,ps_100kd,45.0,60590,46092.54970833252,0.00035743536832236395,44499.766924187075,60783.46182789765,79437.78811968192,56022.841866338145
288.7,1.5887717936398003,209.52296448,0.16971545,0.0008100088237163146,0.000509833336013993,ps_100kd,45.0,60590,46057.10968437954,0.00036139764960557756,44466.53842077583,61460.15956643416,80038.26479500195,56639.431074548804
288.8,1.6231834996507122,209.33583879,0.17231719,0.0008231614376020148,0.0005071277756206543,ps_100kd,45.0,60590,46021.70917287576,0.00035882941217881356,44433.34942981379,61031.27731439421,79613.5213663475,56230.78351694529
288.9,1.6718203418072846,209.33255127,0.17517766,0.0008368390818208366,0.0005005556284332503,ps_100kd,45.0,60590,45986.348116105706,0.0003523945879579842,44400.19989358548,59947.80372264725,78581.76604612904,55215.107428928284
289.0,1.745173704431273,208.42922274,0.1778624,0.0008533467508146407,0.0004889752513734638,ps_100kd,45.0,60590,45951.02645645809,0.0003409515338647724,44367.089754479595,58016.46505600914,76763.77334132929,53413.17734043109
289.1,1.8180961327129486,208.21321619,0.18164058,0.0008723777641196812,0.0004798303832360757,ps_100kd,45.0,60590,45915.74413642559,0.00033194398869395897,44334.01895498883,56497.44431556578,75328.12893404487,51993.57895646127
289.2,1.894111544856579,206.63555143,0.1844422,0.0008925966452703167,0.00047124819427564577,ps_100kd,45.0,60590,45880.501098604866,0.00032349912270010365,44300.98743770985,55073.68198671052,73980.81901134342,50662.29848695799
289.3,1.9632622721750874,205.0101026,0.1873219,0.0009137203368240254,0.00046540920679523866,ps_100kd,45.0,60590,45845.29728569601,0.00031779745818627124,44267.995145342735,54114.32819891028,73064.16175674857,49761.65413827691
289.4,2.0282937044126834,202.9992578,0.19025551,0.0009372226877176296,0.00046207444497739226,ps_100kd,45.0,60590,45810.13264050249,0.0003146000193349995,44235.04202069095,53578.925693905556,72540.64057727487,49254.12934022529
289.5,2.0887757376477634,200.14810644,0.19310102,0.0009647906414637376,0.0004618928801567845,ps_100kd,45.0,60590,45775.00710593095,0.00031455577748096643,44202.12800666115,53577.341658966114,72512.13688368969,49241.60552632401
289.6,2.1385810563454517,197.94247624,0.19617616,0.0009910766184522296,0.00046342719417231097,ps_100kd,45.0,60590,45739.92062499085,0.0003162274144630676,44169.25304626279,53866.246234768296,72753.00742466588,49498.43946796018
289.7,2.173257861816084,194.63605293,0.19866908,0.0010207208634232345,0.00046967314894251375,ps_100kd,45.0,60590,45704.87314079447,0.000322610692199845,44136.417082608146,54952.80502036487,73733.5540984153,50494.93308602087
289.8,2.188483068141657,192.32855915,0.20155206,0.0010479570007219077,0.00047885086066111395,ps_100kd,45.0,60590,45669.864596556494,0.0003319257268850199,44103.62005891191,56535.69372450676,75174.35458919639,51951.66408740069
289.9,2.1927498985082936,188.79988339,0.20373645,0.0010791132194671216,0.0004921278164013287,ps_100kd,45.0,60590,45634.89493559384,0.00034534000559180927,44070.86191849099,58812.56132497474,77258.69161492916,54051.9152126169
290.0,2.190350357716379,187.2573792,0.20748159,0.001108002210040543,0.0005058561549923578,ps_100kd,45.0,60590,45599.96410132543,0.00035920566714941305,44038.14260476432,61165.84549663902,79413.89081774095,56223.01212635523
290.1,2.2102203235485662,184.98001582,0.20941596,0.001132100454590609,0.0005122115847586598,ps_100kd,45.0,60590,45565.07203727211,0.0003656984198822898,44005.46206125274,62270.937781721776,80411.62387007191,57236.62652357546
290.2,2.2409272343152025,182.88915349,0.21185332,0.0011583700616318053,0.0005169155177793123,ps_100kd,45.0,60590,45530.218687056156,0.0003705396758695169,43972.820231578524,63096.44098091726,81150.08997279574,57990.957627632255
290.3,2.2759820674269045,180.72662332,0.21356316,0.001181691751202913,0.0005192008180182483,ps_100kd,45.0,60590,45495.40399440146,0.00037296229907502767,43940.21705946557,63512.48328936719,81508.85714775157,58365.57348280702
290.4,2.3200717086065277,179.38669626,0.21607959,0.0012045463487817287,0.0005191849649790344,ps_100kd,45.0,60590,45460.62790313274,0.0003730837690023883,43907.65248873859,63538.95332453273,81506.36839375926,58378.917110323426
290.5,2.3657451528712836,176.27353079,0.21610572,0.0012259680681012358,0.0005182164556538515,ps_100kd,45.0,60590,45425.89035717596,0.0003722525826437801,43875.12646332354,63404.14402272082,81354.32300882725,58242.68783055525
290.6,2.3995013799259253,175.82304207,0.21901402,0.0012456502709855541,0.0005191287995941925,ps_100kd,45.0,60590,45391.19130055763,0.0003733022495506958,43842.63892724695,63587.75257221934,81497.55104183905,58401.71571471294
290.7,2.4337111599714327,174.1133843,0.22050984,0.0012664726545091917,0.00052038741299278,ps_100kd,45.0,60590,45356.52955521741,0.000374698185915858,43810.18870244847,63829.98258830981,81695.13959746054,58615.087889751056
290.8,2.4636539446352117,171.82921625,0.22022909,0.001281674297341736,0.0005202330871722778,ps_100kd,45.0,60590,45321.90599181887,0.00037468118306193044,43777.77665959167,63833.00996248155,81670.91212935766,58606.627831585996
290.9,2.483172055612497,168.78252477,0.21909013,0.001298061693878286,0.0005227433560008017,ps_100kd,45.0,60590,45287.320752903244,0.00037732877485702903,43745.402941217784,64287.138184501644,82064.99691552496,59016.46384042458
291.0,2.500549864503538,166.93528455,0.2186851,0.0013099992646222137,0.0005238844796571584,ps_100kd,45.0,60590,45252.77378289307,0.00037860722147996034,43713.067491749345,64509.47784978277,82244.14086496808,59211.34284744674
291.1,2.5161896157444383,164.12830271,0.21718041,0.0013232355810303984,0.0005258886582913215,ps_100kd,45.0,60590,45218.265026310706,0.00038074872308069816,43680.77025570872,64877.92785585083,82558.77501869324,59541.69591579495
291.2,2.523913252352366,162.20014035,0.2161981,0.0013329094508394486,0.0005281122279448928,ps_100kd,45.0,60590,45183.79442777788,0.0003831096157008441,43648.511177717635,65283.51952431077,82907.85116603601,59906.474856903136
291.3,2.525261049171622,160.17310595,0.21468453,0.0013403281950904818,0.0005307681736627421,ps_100kd,45.0,60590,45149.3619320156,0.0003859028843852681,43616.29020249709,65762.31002218982,83324.80563258454,60339.116121246174
