Beamline Energy_position,Sample Theta_position,Photodiode_mean,Photodiode_std,TEY signal_mean,TEY signal_std,AI 3 Izero_mean,AI 3 Izero_std,exposure,timestamp
270.0,20.0,-0.09236477213032053,2.1644572952900115e-05,0.04811764916878911,1.5745485549234207e-05,0.0030659653445578795,0.00014305043246279909,1.0,1770690615.9944966
271.0,20.0,-0.0928220323969218,2.1934184695133726e-05,0.04882638792041256,1.779375113883024e-05,0.0033179532509926796,0.00014385397789044437,1.0,1770690620.3956437
272.0,20.0,-0.09242115298844666,2.128500649376453e-05,0.04908873155543814,1.8422368903012183e-05,0.0029109590853635403,0.00014565398748460562,1.0,1770690623.842561
273.0,20.0,-0.09257221423839541,2.1925807529527772e-05,0.050667626020690096,2.0140567878736114e-05,0.003979400958463689,0.00014539884717390395,1.0,1770690626.8867805
274.0,20.0,-0.09263120866992694,2.1842406516592688e-05,0.052266294900220805,1.8117660120374622e-05,0.004353191238614782,0.00014699729669617997,1.0,1770690630.492542
275.0,20.0,-0.0925340626430703,2.187327835476447e-05,0.05378057330434205,1.569637223823295e-05,0.0048193606468446655,0.00014751147481846023,1.0,1770690634.164665
276.0,20.0,-0.09282877179978098,2.177677360284421e-05,0.05428826414315939,1.615990896681045e-05,0.005005762659625713,0.00014473080590217256,1.0,1770690637.7872357
277.0,20.0,-0.09254681819568929,2.101962673635469e-05,0.0553774833987568,1.665944027471629e-05,0.005167837073477608,0.0001493455835380004,1.0,1770690641.4512548
278.0,20.0,-0.09242376656182301,2.167810578165958e-05,0.056035545150858485,1.6545725345559693e-05,0.005038144667266479,0.00014572708568241248,1.0,1770690644.4161267
279.0,20.0,-0.09253490095897533,2.1507814521073435e-05,0.057230211444523275,1.6683042995643252e-05,0.005721125588125867,0.00014597868692412178,1.0,1770690647.4776688
280.0,20.0,-0.09268578139570036,2.1889969196133075e-05,0.05710099569067522,1.6468380956189953e-05,0.005311008283868448,0.00014142392796497985,1.0,1770690651.0946245
280.1,20.0,-0.09281069047490549,2.1405496065915748e-05,0.05701364643351536,1.877165499338552e-05,0.0054360981710242645,0.00014245662672120613,1.0,1770690653.9664013
280.20000000000005,20.0,-0.09271673333620334,2.1617488650536043e-05,0.057207067342952354,1.6126101755830674e-05,0.005598501335919462,0.00014338196979658566,1.0,1770690656.8780982
280.30000000000007,20.0,-0.09253575571236113,2.0590233113803754e-05,0.05717424151146312,1.5593268030395392e-05,0.005268106232943448,0.0001377912623469442,1.0,1770690659.8427181
280.4000000000001,20.0,-0.09253616665154171,2.0479115065518574e-05,0.05797480058521377,1.7209751558303924e-05,0.005741343796042914,0.00014768517787234337,1.0,1770690662.6872334
280.5000000000001,20.0,-0.09256734871831693,2.2203334913585377e-05,0.05741891477160368,1.6090499174934698e-05,0.005802984673094197,0.0001444098555294342,1.0,1770690665.7016978
280.60000000000014,20.0,-0.0926001581039798,2.186967580250168e-05,0.05740814816201055,1.65621754911432e-05,0.005502999070281588,0.0001470474210615622,1.0,1770690668.7193327
280.70000000000016,20.0,-0.0924932810367938,2.135011258598357e-05,0.05705087753398556,1.8170893304058516e-05,0.005250518036613595,0.00014568305647146796,1.0,1770690671.5591614
280.8000000000002,20.0,-0.0928124657321973,2.108757977741811e-05,0.05693948010809122,1.6880497366006874e-05,0.005310186405589731,0.00014247319822178323,1.0,1770690674.5205727
280.9000000000002,20.0,-0.09263821107376648,2.108655290507529e-05,0.05728932095370826,1.706877582656143e-05,0.005480150851123358,0.0001396972294626029,1.0,1770690677.2099702
281.0000000000002,20.0,-0.09246027440032019,2.1662220288963195e-05,0.056952054850516916,1.6189811607171227e-05,0.00527484563588826,0.0001420767070921523,1.0,1770690680.1879928
281.10000000000025,20.0,-0.09284225060556256,2.184165213117399e-05,0.05653919235541001,1.837858042273312e-05,0.005120825630857845,0.00014725900521043875,1.0,1770690683.0260665
281.2000000000003,20.0,-0.09293839394097485,2.2321552630901556e-05,0.05704750783159892,1.769460703328264e-05,0.0052585724453237045,0.0001539517961966377,1.0,1770690686.0612242
281.3000000000003,20.0,-0.0926495365582107,2.163785496077475e-05,0.05559127045813862,1.672617274784328e-05,0.004820511276215347,0.000143633397979844,1.0,1770690688.8670402
281.4000000000003,20.0,-0.0926466599838024,2.1583253245195644e-05,0.05646349733590532,1.5814608134346467e-05,0.005158303283944045,0.00014343353250329105,1.0,1770690691.804347
281.50000000000034,20.0,-0.09294314439800319,2.1579293356161257e-05,0.05578386948774868,1.7011164716810697e-05,0.004967956254563853,0.0001411939780971347,1.0,1770690694.656074
281.60000000000036,20.0,-0.09289979853096923,2.0558955794694278e-05,0.055281241415763106,1.6795883673686546e-05,0.004571646507088173,0.00013846242806091566,1.0,1770690698.5415826
281.7000000000004,20.0,-0.09298762445706793,2.156036695534168e-05,0.05576651141293274,2.1025107678324705e-05,0.004789279898704312,0.00014739064464380368,1.0,1770690701.3883708
281.8000000000004,20.0,-0.09294391696376984,2.1977348128101185e-05,0.0550737170718327,1.7266559851677825e-05,0.0045045812327669165,0.00014087070771077662,1.0,1770690704.4428465
281.90000000000043,20.0,-0.09278794088071375,2.1022316601868284e-05,0.05499036214499877,1.6018988540595164e-05,0.004757391017637977,0.00014123281842923942,1.0,1770690707.1466281
282.00000000000045,20.0,-0.09298916958864482,2.2614384848479406e-05,0.05498153516982797,1.952086207041946e-05,0.004795361799157631,0.00015359262376959094,1.0,1770690710.0419602
282.1000000000005,20.0,-0.09323708098946869,2.1331689833819868e-05,0.05391312588282096,1.8530632538433795e-05,0.004803251830720081,0.0001453941864589779,1.0,1770690713.014959
282.2000000000005,20.0,-0.09298049055244337,2.0951038405977546e-05,0.05377002038392772,1.8163711571693717e-05,0.004990640097570786,0.00014297469273713556,1.0,1770690715.7096794
282.3000000000005,20.0,-0.092817840816993,2.1417984770671616e-05,0.05357262158593457,1.709459691400129e-05,0.005370676653665033,0.0001476325151889676,1.0,1770690718.4785876
282.40000000000055,20.0,-0.09287376142347843,2.2024398729537765e-05,0.05281969861949332,1.573156629941046e-05,0.005437084425530844,0.00014784087905043647,1.0,1770690721.2991164
282.50000000000057,20.0,-0.09262900603577305,2.1609423400522636e-05,0.052688230922839835,1.7588948536699647e-05,0.005769287660389605,0.000147161299461655,1.0,1770690724.3379898
282.6000000000006,20.0,-0.09314320603844874,2.1537132694210428e-05,0.05165598431010444,1.7425416818663535e-05,0.0060216043179434795,0.000142998030254342,1.0,1770690727.2618003
282.7000000000006,20.0,-0.09270241621439639,2.116612171847413e-05,0.051188351842247924,1.860189838497793e-05,0.006245812735823247,0.00014313169808347217,1.0,1770690730.1284747
282.80000000000064,20.0,-0.09276011207812546,2.1325028009523523e-05,0.050766695261927224,1.6083904011829484e-05,0.00611809283824377,0.00014644859059019603,1.0,1770690733.1000078
282.90000000000066,20.0,-0.09306041000840767,2.2284079449109816e-05,0.050068377921858795,1.6397063738360268e-05,0.0057929577573072825,0.00014733982117282954,1.0,1770690735.884739
283.0000000000007,20.0,-0.09299640211837755,2.1481555039117992e-05,0.04859913850035514,1.836241943578242e-05,0.005486232751614537,0.0001466254390798941,1.0,1770690738.7405963
283.1000000000007,20.0,-0.09255265353238684,2.1370258896074433e-05,0.04676671096334178,1.6682525219622138e-05,0.004625890479872577,0.0001472703142870998,1.0,1770690741.7025833
283.2000000000007,20.0,-0.092855351347165,2.121054942417077e-05,0.044516637652937924,1.633469543988949e-05,0.004115668391251872,0.00014558927340784634,1.0,1770690745.490891
283.30000000000075,20.0,-0.09292586851402124,2.1608359195747836e-05,0.04244236418985891,1.5817751967607856e-05,0.0032941187788674284,0.00014873531387841476,1.0,1770690748.4045131
283.4000000000008,20.0,-0.09266732200677415,2.1553238505170615e-05,0.040288927415071396,1.607634885723981e-05,0.0028292643754475578,0.00013911114249379986,1.0,1770690751.3041728
283.5000000000008,20.0,-0.09284949957290195,2.092645841642305e-05,0.03858057075157593,1.6747885576996257e-05,0.002950737997590021,0.00013884277376855658,1.0,1770690754.2996826
283.6000000000008,20.0,-0.09308720324423547,2.1940430305643795e-05,0.037667200736484475,1.5462332105256167e-05,0.004065698186360678,0.00014145702702455913,1.0,1770690757.0996945
283.70000000000084,20.0,-0.09292366587987731,2.1436641768517038e-05,0.03545376689223251,1.5332356215609068e-05,0.004932615485352386,0.00014645978768125978,1.0,1770690760.1472442
283.80000000000086,20.0,-0.09277239094152127,2.1880281404377933e-05,0.03428523649985671,1.580956503899378e-05,0.006789731837142739,0.00013796800116609977,1.0,1770690763.0552914
283.9000000000009,20.0,-0.09290602836947479,2.1904733496394732e-05,0.0326168396257081,1.5252182252886994e-05,0.009233504968125115,0.00014137862040085436,1.0,1770690765.9015155
284.0000000000009,20.0,-0.09283750014838742,2.1730831127235337e-05,0.03149916709145583,1.7751790272309005e-05,0.0124061198376601,0.00016276543303612065,1.0,1770690768.9780226
284.10000000000093,20.0,-0.09290847756707277,2.169275617290374e-05,0.03047818034565759,1.550067742173777e-05,0.015689688286237038,0.00014598930054040142,1.0,1770690771.7164674
284.20000000000095,20.0,-0.0927479811530112,2.1770162755488164e-05,0.02980016348804309,1.6481710317155762e-05,0.019757493078153825,0.00014340472901225713,1.0,1770690774.622715
284.300000000001,20.0,-0.09302893206551678,2.159080513525164e-05,0.02989673420736486,1.6071413032552102e-05,0.02538357926599802,0.0001680327551710456,1.0,1770690777.6785493
284.400000000001,20.0,-0.09277151975034413,2.1443176030281874e-05,0.03004917622460992,1.5130697905426903e-05,0.030405913609412007,0.00016063101208550914,1.0,1770690780.6335528
284.500000000001,20.0,-0.0928441573634272,2.1696900834866348e-05,0.03123953568243087,1.467365077771203e-05,0.03650375799941534,0.0001594333604302542,1.0,1770690783.6443665
284.60000000000105,20.0,-0.09311172809580927,2.2363466098564603e-05,0.03383833185667822,1.4926231751892952e-05,0.04294481880913307,0.00014510804792241497,1.0,1770690786.5822935
284.70000000000107,20.0,-0.09323683442608453,2.2135266093436586e-05,0.04551400369182338,1.501744675202082e-05,0.05050823674627159,0.00016564370102598657,1.0,1770690789.5026426
284.8000000000011,20.0,-0.09289702058209531,2.1294050178143463e-05,0.07770795950574609,1.824367497591285e-05,0.05582200920374973,0.00016089932040268257,1.0,1770690792.4457552
284.9000000000011,20.0,-0.09298859427353807,2.1317487280133848e-05,0.10422086677971602,1.658622070898023e-05,0.05777873725013784,0.0001962162583882334,1.0,1770690795.419196
285.00000000000114,20.0,-0.09286781102380169,2.1706434162854043e-05,0.1123204348677665,3.0250837306085018e-05,0.05636066829277695,0.0001633656956890406,1.0,1770690798.3229804
